species,decimalLatitude,decimalLongitude,eventDate,scientificName,phylum,class,order,family,genus
Clausocalanus arcuicornis,20.0333,91.6,1971-11-20T08:25:12Z,Clausocalanus arcuicornis,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Acropora muricata,10.82,73.67,2000-09,Acropora muricata,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora
Rachycentron canadum,11.0,72.5,1793,Rachycentron canadum,Chordata,Teleostei,Carangiformes,Rachycentridae,Rachycentron
Dermestes maculatus,21.827841,89.1954232,2023-01-08,Dermestes maculatus,Arthropoda,Hexapoda,Coleoptera,Dermestidae,Dermestes
Stolephorus dubiosus,21.7548897,89.28418,2023-01-09,Stolephorus dubiosus,Chordata,Teleostei,Clupeiformes,Engraulidae,Stolephorus
Aidanosagitta neglecta,8.5,79.0,1897-07-02T12:00:00Z,Aidanosagitta neglecta,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Trachinotus blochii,13.083,80.3,,Trachinotus blochii,Chordata,Teleostei,Carangiformes,Carangidae,Trachinotus
Krohnitta pacifica,9.0,72.6699981689,,Krohnitta pacifica,Chaetognatha,Sagittoidea,Aphragmophora,Krohnittidae,Krohnitta
Ehrenbergina schwageri,11.116667,92.816666,1980,Ehrenbergina schwageri,Foraminifera,Globothalamea,Rotaliida,Cassidulinidae,Ehrenbergina
Ptychodera flava,9.25,79.21667,,Ptychodera flava,Hemichordata,Enteropneusta,Enteropneusta incertae sedis,Ptychoderidae,Ptychodera
Coscinodiscus eccentricus,8.866944444,76.57388889,2006/2008,Coscinodiscus eccentricus,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus
Hypsoblennius hentz,27.876885,82.592021,,Hypsoblennius hentz,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypsoblennius
Rhaphidozoum acuferum,17.4831,68.0026,2010-03-22,Rhaphidozoum acuferum,Radiozoa,Polycystina,Nassellaria,Collozoidae,Rhaphidozoum
Poecilochaetus serpens,13.52366667,73.43033333,2004/2005,Poecilochaetus serpens,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus
Lysidice unicornis,8.474722222,76.71472222,1998/2001,Lysidice unicornis,Annelida,Polychaeta,Eunicida,Eunicidae,Lysidice
Bolbonema brevicolle,11.116667,92.816666,1912,Bolbonema brevicolle,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Bolbonema
Nannocalanus minor,20.2167,70.2667,1976-10-09T14:00:00Z,Nannocalanus minor,Arthropoda,Copepoda,Calanoida,Calanidae,Nannocalanus
Pavona duerdeni,10.6165,93.1527,1981/1983,Pavona duerdeni,Cnidaria,Hexacorallia,Scleractinia,Agariciidae,Pavona
Navicula smithii,20.9747219086,71.6297225952,,Navicula smithii f. smithii,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Navicula pseudothienemanni,23.0225,72.5714,,Navicula pseudothienemanni,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Gambusia affinis,34.99056,84.77545,,Gambusia affinis,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia
Synaptura albomaculata,8.6626,78.3192,2007/2008,Synaptura albomaculata,Chordata,Teleostei,Pleuronectiformes,Soleidae,Synaptura
Pseudanchialina pusilla,18.3999996185,90.75,1885-07-02T12:00:00Z,Pseudanchialina pusilla,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudanchialina
Coilia ramcarati,21.7547399,89.2839957,2023-01-09,Coilia ramcarati,Chordata,Teleostei,Clupeiformes,Engraulidae,Coilia
Orthoconchoecia striola,14.4200000763,73.2200012207,,Orthoconchoecia striola,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Orthoconchoecia
Zalieutes mcgintyi,29.0,85.0,1950-06-23,Zalieutes mcgintyi,Chordata,Teleostei,Lophiiformes,Ogcocephalidae,Zalieutes
Grateloupia furcata,12.533334,92.816666,1867,Grateloupia furcata,Rhodophyta,Florideophyceae,Halymeniales,Grateloupiaceae,Grateloupia
Ehrenbergina carinata,9.0292,72.8778,1972-03-10,Ehrenbergina carinata,Foraminifera,Globothalamea,Rotaliida,Cassidulinidae,Ehrenbergina
Prionospio atrovitta,9.3,92.7,2009-01-23,Prionospio atrovitta,Annelida,Polychaeta,Spionida,Spionidae,Prionospio
Cryptospira scripta,12.02,92.92,1963-03-27,Cryptospira scripta,Mollusca,Gastropoda,Neogastropoda,Marginellidae,Cryptospira
Thranita tenuipes,8.11666679382,73.3000030518,,Thranita tenuipes,Arthropoda,Malacostraca,Decapoda,Portunidae,Thranita
Cladophora vagabunda,9.929,79.816,1986-03-14T12:00:00Z,Cladophora vagabunda,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora
Sargassum ilicifolium,11.163,72.685,1998,Sargassum ilicifolium,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum
Conchoecia magna,11.0,95.0,,Conchoecia magna,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecia
Paracalanus parvus,17.45,92.9167,1971-11-16T04:04:48Z,Paracalanus parvus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Lutjanus malabaricus,15.0,80.0,,Lutjanus malabaricus,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Lutjanus
Cottus bairdii,34.88968,84.28718,,Cottus bairdii,Chordata,Teleostei,Perciformes,Cottidae,Cottus
Paracalanus aculeatus,18.0667,93.7833,1971-11-16T16:15:00Z,Paracalanus aculeatus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Paracalanus
Sargocentron punctatissimum,8.55666732788,81.2450027466,1970-05-17T12:00:00Z,Sargocentron punctatissimum,Chordata,Teleostei,Holocentriformes,Holocentridae,Sargocentron
Caulerpa racemosa,16.293368130974,84.102718975153,,Caulerpa racemosa,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Macrosetella gracilis,19.1,69.0167,1976-10-10T10:00:00Z,Macrosetella gracilis,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Macrosetella
Eurythoe complanata,22.6000003815,69.5,1767-07-02T12:00:00Z,Eurythoe complanata,Annelida,Polychaeta,Amphinomida,Amphinomidae,Eurythoe
Aplysia oculifera,20.68333333,70.76666667,2007/2009,Aplysia oculifera,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Aplysia
Cirriformia saxatilis,12.00216667,74.58093333,2009-08-06,Cirriformia saxatilis,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirriformia
Lepidochelys olivacea,14.5,69.5,2013-03-21T09:35:14/2013-03-23T10:53:18,Lepidochelys olivacea,Chordata,,Testudines,Cheloniidae,Lepidochelys
Platanista gangetica,28.276883,69.587367,2001-04-06T17:50:00,Platanista gangetica minor,Chordata,Mammalia,Cetartiodactyla,Platanistidae,Platanista
Nerita plicata,9.166667,92.78333,1758,Nerita plicata,Mollusca,Gastropoda,Cycloneritida,Neritidae,Nerita
Sphaeroidinellopsis sphaeroides,9.0292,72.8778,1972-03-10,Sphaeroidinellopsis sphaeroides,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Sphaeroidinellopsis
Terapon jarbua,13.083,80.3,,Terapon jarbua,Chordata,Teleostei,Centrarchiformes,Terapontidae,Terapon
Acarinina bullbrooki,9.0292,72.8778,1972-03-10,Acarinina bullbrooki,Foraminifera,Globothalamea,Rotaliida,Truncorotaloididae,Acarinina
Fohsella peripheroronda,9.0292,72.8778,1972-03-10,Fohsella peripheroronda,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Fohsella
Globigerinita glutinata,15.5895,68.5795,1995-10-15,Globigerinita glutinata,Foraminifera,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita
Homolax megalops,12.1,74.32,2013-08-26,Homolax megalops,Arthropoda,Malacostraca,Decapoda,Homolidae,Homolax
Halocypris inflata,15.98,86.3,1962/1964,Halocypris inflata,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Halocypris
Gephyrocapsa huxleyi,19.9583,69.5417,1972-02-27,Gephyrocapsa huxleyi,Haptophyta,Coccolithophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa
Notomastus aberans,11.93216667,74.3855,2003/2004,Notomastus aberans,Annelida,Polychaeta,,Capitellidae,Notomastus
Epinephelus chlorostigma,11.49,79.79,2011-01,Epinephelus chlorostigma,Chordata,Teleostei,Perciformes,Epinephelidae,Epinephelus
Centropages furcatus,15.337,73.5463,2017-12-28,Centropages furcatus,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
Hyalinoecia tubicola,11.1166667938,92.8166656494,1788-07-02T00:00:00Z,Hyalinoecia tubicola,Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia
Osteogeneiosus militaris,21.827841,89.1954232,2023-01-08,Osteogeneiosus militaris,Chordata,Teleostei,Siluriformes,Ariidae,Osteogeneiosus
Sagitta bipunctata,10.6800003052,94.6699981689,,Sagitta bipunctata,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta
Terebellides stroemii,13.49777778,74.50111111,1998/2001,Terebellides stroemii,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides
Erinaceusyllis erinaceus,11.48333333,79.76666667,2011,Erinaceusyllis erinaceus,Annelida,Polychaeta,Phyllodocida,Syllidae,Erinaceusyllis
Flaccisagitta hexaptera,15.0200004578,72.0,,Flaccisagitta hexaptera,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta
Gambusia holbrooki,34.0,84.0,,Gambusia holbrooki,Chordata,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia
Cosmocalanus darwinii,21.05,90.8833,1971-11-21T06:15:00Z,Cosmocalanus darwinii darwinii,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus
Microsetella rosea,19.7667,69.6667,1976-10-10T12:00:00Z,Microsetella rosea,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella
Microsetella rosea,8.1667,76.55,1973-09-12T04:00:00Z,Microsetella rosea,Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Microsetella
Temnopleurus toreumaticus,18.9636116028,72.9333343506,,Temnopleurus toreumaticus,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Temnopleurus
Centropages orsinii,8.48333263397,76.9166717529,1889-07-02T12:00:00Z,Centropages orsinii,Arthropoda,Copepoda,Calanoida,Centropagidae,Centropages
Euchaeta concinna,22.4333,68.2667,1967-07-01T23:04:48Z,Euchaeta concinna,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta
Miracia efferata,8.48333263397,76.9166717529,1849-07-02T12:00:00Z,Miracia efferata,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Miracia
Dosinia cretacea,8.9532,78.8867,2002/2011,Dosinia cretacea,Mollusca,Bivalvia,Venerida,Veneridae,Dosinia
Acartia (Odontacartia) spinicauda,20.65,89.4833,1971-11-23T07:04:48Z,Acartia (Odontacartia) spinicauda,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Pyrocystis pseudonoctiluca,14.5644,70.0096,2010-03-30,Pyrocystis pseudonoctiluca,Myzozoa,Dinophyceae,Gonyaulacales,Pyrocystaceae,Pyrocystis
Hypleurochilus geminatus,29.90961,84.4927,,Hypleurochilus geminatus,Chordata,Teleostei,Blenniiformes,Blenniidae,Hypleurochilus
Boleophthalmus boddarti,21.169,79.651,1929-06-18,Boleophthalmus boddarti,Chordata,Teleostei,Gobiiformes,Gobiidae,Boleophthalmus
Pristipomoides sieboldii,10.0,93.0,1854-07-02T12:00:00Z,Pristipomoides sieboldii,Chordata,Teleostei,Eupercaria incertae sedis,Lutjanidae,Pristipomoides
Urocentrum turbo,18.975,72.825836,1786,Urocentrum turbo,Ciliophora,Oligohymenophorea,Peniculida,Urocentridae,Urocentrum
Maera grossimana,15.0,90.0,1809-07-02T12:00:00Z,Maera grossimana,Arthropoda,Malacostraca,Amphipoda,Maeridae,Maera
Lankacythere coralloides,12.03222222,75.0475,2007,Lankacythere coralloides,Arthropoda,Ostracoda,Podocopida,Trachyleberididae,Lankacythere
Myctophum nitidulum,26.0,85.0,1967-03-26,Myctophum nitidulum,Chordata,Teleostei,Myctophiformes,Myctophidae,Myctophum
Linopherus paucibranchiata,11.7,92.8,2011-11-30,Linopherus paucibranchiata,Annelida,Polychaeta,Amphinomida,Amphinomidae,Linopherus
Dascyllus aruanus,10.95,72.31,1969/1980,Dascyllus aruanus,Chordata,Teleostei,Ovalentaria incertae sedis,Pomacentridae,Dascyllus
Micippa margaritifera,12.5,92.75,,Micippa margaritifera,Arthropoda,Malacostraca,Decapoda,Majidae,Micippa
Lates calcarifer,21.7565804,89.2230174,2023-01-08,Lates calcarifer,Chordata,Teleostei,Carangaria incertae sedis,Latidae,Lates
Diosaccus hamiltoni,10.0,93.0,1903-07-02T12:00:00Z,Diosaccus hamiltoni,Arthropoda,Copepoda,Harpacticoida,Miraciidae,Diosaccus
Zebinella mohrensterni,10.0,93.0,1863,Zebinella mohrensterni,Mollusca,Gastropoda,Littorinimorpha,Rissoinidae,Zebinella
Sphaeroma terebrans,10.0,93.0,1866-07-02T12:00:00Z,Sphaeroma terebrans,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma
Kurtus indicus,21.6472225189,87.6333312988,1786-07-02T12:00:00Z,Kurtus indicus,Chordata,Teleostei,Kurtiformes,Kurtidae,Kurtus
Ilisha elongata,11.983,79.833,,Ilisha elongata,Chordata,Teleostei,Clupeiformes,Pristigasteridae,Ilisha
Tripyloides marinus,20.44166667,70.805,1998/2001,Tripyloides marinus,Nematoda,Enoplea,Enoplida,Tripyloididae,Tripyloides
Subeucalanus subcrassus,20.6167,88.35,1971-11-23T23:34:48Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Sphaeroidinella dehiscens,9.133,90.033,1969-05-12,Sphaeroidinella dehiscens,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Sphaeroidinella
Campylodiscus iyengarii,19.30305556,84.96694444,2006-04/2007-03,Campylodiscus iyengarii,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Campylodiscus
Synanceia verrucosa,11.11,72.72,1988/1989,Synanceia verrucosa,Chordata,Teleostei,Perciformes,Synanceiidae,Synanceia
Clausocalanus furcatus,8.8833,82.8167,1972-07-13T06:30:00Z,Clausocalanus furcatus,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Clausocalanus
Thalassiosira decipiens,9.28,79.12,1951/1953,Thalassiosira decipiens,Heterokontophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira
Alepes kleinii,9.9329996109,76.0830001831,,Alepes kleinii,Chordata,Teleostei,Carangiformes,Carangidae,Alepes
Eudactylopus fasciatus,10.0,93.0,1940-07-02T00:00:00Z,Eudactylopus fasciatus,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Eudactylopus
Haliophasma poorei,17.8999996185,72.4499969482,1963-11-13T12:00:00Z,Haliophasma poorei,Arthropoda,Malacostraca,Isopoda,Anthuridae,Haliophasma
Temora discaudata,22.4333,68.2667,1967-07-01T23:04:48Z,Temora discaudata,Arthropoda,Copepoda,Calanoida,Temoridae,Temora
Quadrivisio bengalensis,18.0,72.0,1999/2002,Quadrivisio bengalensis,Arthropoda,Malacostraca,Amphipoda,Maeridae,Quadrivisio
Monetaria caputserpentis,11.0,72.5,,Monetaria caputserpentis,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Monetaria
Fungia fungites,10.0,93.0,1758-07-02T12:00:00Z,Fungia fungites,Cnidaria,Hexacorallia,Scleractinia,Fungiidae,Fungia
Caulerpa racemosa,21.58333333,69.6,2007/2009,Caulerpa racemosa,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa
Sertularella quadridens,8.9532,78.8867,2002/2011,Sertularella quadridens,Cnidaria,Hydrozoa,Leptothecata,Sertularellidae,Sertularella
Terapon jarbua,15.0,90.0,1775-07-02T12:00:00Z,Terapon jarbua,Chordata,Teleostei,Centrarchiformes,Terapontidae,Terapon
Parvocalanus latus,15.0,68.0,1980-03-23T09:00:00Z,Parvocalanus latus,Arthropoda,Copepoda,Calanoida,Paracalanidae,Parvocalanus
Thunnus albacares,14.0,81.0,1956/1981,Thunnus albacares,Chordata,Teleostei,Scombriformes,Scombridae,Thunnus
Daldorfia horrida,10.5,73.0,1758,Daldorfia horrida,Arthropoda,Malacostraca,Decapoda,Parthenopidae,Daldorfia
Conchoecetta giesbrechti,11.0,80.2200012207,,Conchoecetta giesbrechti,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta
Seriola rivoliana,30.0,80.0,1979-11-06,Seriola rivoliana,Chordata,Teleostei,Carangiformes,Carangidae,Seriola
Pisodonophis hijala,21.9442127684078,88.8980217778187,,Pisodonophis hijala,Chordata,Teleostei,Anguilliformes,Ophichthidae,Pisodonophis
Otolithoides pama,21.7547521,89.2838353,2023-01-09,Otolithoides pama,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Otolithoides
Rapana bezoar,26.27,89.6,,Rapana bezoar,Mollusca,Gastropoda,Neogastropoda,Muricidae,Rapana
Xenophora solarioides,19.83,92.92,1963-04-05,Xenophora solarioides,Mollusca,Gastropoda,Littorinimorpha,Xenophoridae,Xenophora
Euprymna berryi,10.0,93.0,,Euprymna berryi,Mollusca,Cephalopoda,Sepiolida,Sepiolidae,Euprymna
Neoepinnula orientalis,11.14866667,92.3275,2010-09-19,Neoepinnula orientalis,Chordata,Teleostei,Scombriformes,Gempylidae,Neoepinnula
Acartia (Odontacartia) erythraea,19.5333,71.55,1976-10-11T23:00:00Z,Acartia (Odontacartia) erythraea erythraea,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia
Favites flexuosa,10.0,93.0,1846-07-02T12:00:00Z,Favites flexuosa,Cnidaria,Hexacorallia,Scleractinia,Merulinidae,Favites
Latigammaropsis atlantica,15.0,90.0,,Latigammaropsis atlantica,Arthropoda,Malacostraca,Amphipoda,Photidae,Latigammaropsis
Scyphoproctus armatus,8.5,79.0,1927-07-02T12:00:00Z,Scyphoproctus armatus,Annelida,Polychaeta,,Capitellidae,Scyphoproctus
Forskalia formosa,15.0,90.0,1860-07-02T00:00:00Z,Forskalia formosa,Cnidaria,Hydrozoa,Siphonophorae,Forskaliidae,Forskalia
Aricidea (Aricidea) capensis,18.0,72.0,1999/2002,Aricidea (Aricidea) capensis,Annelida,Polychaeta,,Paraonidae,Aricidea
Fulvia australis,9.25,79.2166671753,1834-07-02T12:00:00Z,Fulvia australis,Mollusca,Bivalvia,Cardiida,Cardiidae,Fulvia
Pirenella cingulata,13.092499733,80.2944412231,,Pirenella cingulata,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Potamididae,Pirenella
Subeucalanus mucronatus,8.8333,74.95,1973-09-09T18:49:48Z,Subeucalanus mucronatus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Acromegalomma vesiculosum,15.43222222,73.88444444,1998/2001,Acromegalomma vesiculosum,Annelida,Polychaeta,Sabellida,Sabellidae,Acromegalomma
Caligus dasyaticus,18.9750003815,72.8258361816,1957-07-02T12:00:00Z,Caligus dasyaticus,Arthropoda,Copepoda,Siphonostomatoida,Caligidae,Caligus
Chlorophthalmus agassizi,15.0,90.0,1840,Chlorophthalmus agassizi,Chordata,Teleostei,Aulopiformes,Chlorophthalmidae,Chlorophthalmus
Euconchoecia chierchiae,14.0699996948,87.8700027466,,Euconchoecia chierchiae,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia
Sepiella inermis,9.233333333,79.21666667,2012-01-01/2012-04-30,Sepiella inermis,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiella
Flaccisagitta enflata,15.1300001144,94.0699996948,,Flaccisagitta enflata,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Flaccisagitta
Botryocladia botryoides,16.293368130974,84.102718975153,1996,Botryocladia botryoides,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Botryocladia
Padina tetrastromatica,21.016666,70.23333,1887,Padina tetrastromatica,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina
Metanophrys sinensis,32.7524,79.8995,2014-06-19,Metanophrys sinensis,Ciliophora,Oligohymenophorea,Philasterida,Orchitophryidae,Metanophrys
Subeucalanus subcrassus,19.8333,90.8333,1971-11-21T17:19:48Z,Subeucalanus subcrassus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Subeucalanus
Pseudanchialina pusilla,18.0,89.0,1885-07-02T12:00:00Z,Pseudanchialina pusilla,Arthropoda,Malacostraca,Mysida,Mysidae,Pseudanchialina
Biddulphia heteroceros,12.55,80.18333333,2006-04/2007-03,Biddulphia heteroceros,Heterokontophyta,Bacillariophyceae,Biddulphiales,Biddulphiaceae,Biddulphia
Ascidiella aspersa,15.0,90.0,,Ascidiella aspersa,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidiella
Lynnella semiglobulosa,21.8458,88.5257,2017-03-11,Lynnella semiglobulosa,Ciliophora,Oligotrichea,Choreotrichida,Lynnellidae,Lynnella
Planiliza tade,10.26666667,79.85,2003,Planiliza tade,Chordata,Teleostei,Mugiliformes,Mugilidae,Planiliza
Globigerinoides ruber,15.5974,68.6069,1995-10-16,Globigerinoides ruber,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides
Globigerinoides tenellus,9.133,90.033,1969-05-12,Globigerinoides tenellus,Foraminifera,Globothalamea,Rotaliida,Globigerinidae,Globigerinoides
Pista pachybranchiata,8.0,75.0,1932-07-02T00:00:00Z,Pista pachybranchiata,Annelida,Polychaeta,Terebellida,Terebellidae,Pista
Arothron immaculatus,10.26666667,79.85,2003,Arothron immaculatus,Chordata,Teleostei,Tetraodontiformes,Tetraodontidae,Arothron
Pustularia globulus,11.68,72.7,1988/1989,Pustularia globulus,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Pustularia
Eucalanus elongatus,8.0,73.0167,1973-09-10T19:40:12Z,Eucalanus elongatus,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus
Diffusilina humilis,9.04,79.35,2008,Diffusilina humilis,Foraminifera,Monothalamea,Astrorhizida,Diffusilinidae,Diffusilina
Conchoecetta giesbrechti,18.5,89.3,1962/1964,Conchoecetta giesbrechti,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Conchoecetta
Mactra luzonica,10.0,93.0,,Mactra luzonica,Mollusca,Bivalvia,Venerida,Mactridae,Mactra
Eleotris fusca,17.5,71.0,,Eleotris fusca,Chordata,Teleostei,Gobiiformes,Eleotridae,Eleotris
Sthenelais articulata,10.0,95.0,1855-07-02T12:00:00Z,Sthenelais articulata,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais
Aidanosagitta regularis,18.5,70.75,,Aidanosagitta regularis,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta
Eubuliminella exilis,23.68,68.5,1994/1995,Eubuliminella exilis,Foraminifera,Globothalamea,Rotaliida,Turrilinidae,Eubuliminella
Terebralia palustris,8.75,78.2,1964-01,Terebralia palustris,Mollusca,Gastropoda,Caenogastropoda incertae sedis,Potamididae,Terebralia
Lucicutia ovalis,14.9293,83.3183,1999/2002,Lucicutia ovalis,Arthropoda,Copepoda,Calanoida,Lucicutiidae,Lucicutia
Bregmaceros mcclellandi,15.48,73.79,2005-05-12/2008-11-28,Bregmaceros mcclellandi,Chordata,Teleostei,Gadiformes,Bregmacerotidae,Bregmaceros
Acropora squarrosa,9.27999973297,79.1200027466,,Acropora squarrosa,Cnidaria,Hexacorallia,Scleractinia,Acroporidae,Acropora
Drilonereis monroi,9.9575,79.18388889,2007/2008,Drilonereis monroi,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis
Pleuromamma gracilis,10.0,74.4833,1970-03-07T07:30:00Z,Pleuromamma gracilis,Arthropoda,Copepoda,Calanoida,Metridinidae,Pleuromamma
Globorotalia menardii,8.77,73.7,1965-02-01,Globorotalia menardii,Foraminifera,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia
Dictyocysta mitra,9.9765,74.9968,2003-09-21,Dictyocysta mitra,Ciliophora,Oligotrichea,Choreotrichida,Dictyocystidae,Dictyocysta
Coscinodiscus sol,8.366666667,76.93333333,2001/2003,Coscinodiscus sol,Heterokontophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus
Coelorinchus flabellispinis,10.0,93.0,1894-07-02T12:00:00Z,Coelorinchus flabellispinis,Chordata,Teleostei,Gadiformes,Macrouridae,Coelorinchus
